STARTDATE,LOCNAME,COUNTRYID,LOCPRESENT
06-08-2019 00:00,Tekara phalodi,IN,1
06-08-2019 00:00,Tamlor,IN,1
06-08-2019 00:00,Ummed Nagar,IN,1
06-08-2019 00:00,Gadra Road,IN,1
06-08-2019 00:00,Tadana,IN,1
27-08-2019 00:00,MFFR West Camp,IN,1
17-08-2019 00:00,12 JJW,IN,1
17-08-2019 00:00,Ajasar,IN,1
17-08-2019 00:00,MFFR East,IN,1
17-08-2019 00:00,MFFR East area,IN,1
17-08-2019 00:00,Guisaina,IN,1
17-08-2019 00:00,MFFR West,IN,1
25-08-2019 00:00,MFFR West,IN,1
25-08-2019 00:00,Hapa,IN,1
25-08-2019 00:00,4 KNM,IN,1
25-08-2019 00:00,Goriyon ki dhani,IN,1
25-08-2019 00:00,Naya Bhatadu,IN,1
31-08-2019 00:00,Ranasar Raghunath ki,IN,1
31-08-2019 00:00,Pochhina (Myajlar),IN,1
31-08-2019 00:00,MFFR South Area,IN,1
31-08-2019 00:00,Bhakriki dhani,IN,1
31-08-2019 00:00,Bhuria Dhora MFFR,IN,1
31-08-2019 00:00,Sinduka,IN,1
31-08-2019 00:00,3 GTM (Asutar),IN,1
31-08-2019 00:00,Pathania Dhora MFFR,IN,1
31-08-2019 00:00,Beethnok,IN,1
26-08-2019 00:00,Dhannasar,IN,1
26-08-2019 00:00,MFFR East,IN,1
26-08-2019 00:00,Bhikhnera,IN,1
26-08-2019 00:00,Krishan nagar,IN,1
26-08-2019 00:00,MFFR West,IN,1
26-08-2019 00:00,Motasar,IN,1
26-08-2019 00:00,Lakhawar,IN,1
26-08-2019 00:00,Krishan nagar,IN,1
26-08-2019 00:00,Ajitmana,IN,1
20-08-2019 00:00,Moomal BOP,IN,1
20-08-2019 00:00,tota,IN,1
20-08-2019 00:00,11 LKM 54 RD,IN,1
31-08-2019 00:00,juh,SA,1
24-08-2019 00:00,Churay Wala area,PA,1
24-08-2019 00:00,Bhaki,PA,1
24-08-2019 00:00,saly dho area 1,PA,1
19-08-2019 00:00,chraakh,PA,1
19-08-2019 00:00,Raju wala,PA,1
19-08-2019 00:00,Charrah Mallah area,PA,1
19-08-2019 00:00,laaran wala south da,PA,1
19-08-2019 00:00,Bukhay wala dahar,PA,1
20-08-2019 00:00,Bijnote area,PA,1
20-08-2019 00:00,Bijnote area,PA,1
20-08-2019 00:00,Fazil Wala kho,PA,1
20-08-2019 00:00,panwaraan wala dar 3,PA,1
20-08-2019 00:00,wsand rajar,PA,1
20-08-2019 00:00,sain bux,PA,1
21-08-2019 00:00,sayed suleman vlg,PA,1
11-08-2019 00:00,Mayfah,YE,1
06-08-2019 00:00,Amin ka par,IN,1
06-08-2019 00:00,2 BLM (Ramgarh),IN,1
06-08-2019 00:00,Sodakor (Chandan),IN,1
06-08-2019 00:00,Airforce Area,IN,1
06-08-2019 00:00,Rekh Meghana,IN,1
06-08-2019 00:00,Senwala (Chandan),IN,1
10-08-2019 00:00,9 BSTM,IN,1
10-08-2019 00:00,Raghwa,IN,1
10-08-2019 00:00,Sundra,IN,1
10-08-2019 00:00,Sundra,IN,1
10-08-2019 00:00,Panchla,IN,1
10-08-2019 00:00,Chetan ram ki dhani,IN,1
10-08-2019 00:00,Thoriyon ki dhani,IN,1
10-08-2019 00:00,Bhaduriyon ki dhani,IN,1
10-08-2019 00:00,9 RD,IN,1
13-08-2019 00:00,Chadar,IN,1
13-08-2019 00:00,Bachhbar,IN,1
13-08-2019 00:00,Beermana,IN,1
13-08-2019 00:00,Motasar,IN,1
13-08-2019 00:00,Bhilon ki dhani,IN,1
13-08-2019 00:00,Ummednagar,IN,1
13-08-2019 00:00,Kharia,IN,1
13-08-2019 00:00,Tejraw,IN,1
13-08-2019 00:00,Ranasar,IN,1
15-08-2019 00:00,249 TD,IN,1
15-08-2019 00:00,Bhatia minor,IN,1
06-08-2019 00:00,Bhatia minor,IN,1
06-08-2019 00:00,Satta,IN,1
06-08-2019 00:00,Sada{[1]} pokran,IN,1
06-08-2019 00:00,Pancha,IN,1
06-08-2019 00:00,Sato ki dhani,IN,1
06-08-2019 00:00,JJW (Ranasar),IN,1
06-08-2019 00:00,Poonam singh choki,IN,1
06-08-2019 00:00,Ajitmana,IN,1
06-08-2019 00:00,4 JKM,IN,1
28-08-2019 00:00,Subhlai,IN,1
28-08-2019 00:00,JJW Hathewala,IN,1
28-08-2019 00:00,panchla,IN,1
24-08-2019 00:00,tadana,IN,1
29-08-2019 00:00,Laluka MFFR,IN,1
29-08-2019 00:00,Bhanvaria,IN,1
24-08-2019 00:00,Motolai,IN,1
24-08-2019 00:00,Kundal,IN,1
24-08-2019 00:00,Sodakor,IN,1
31-08-2019 00:00,sevda satyaya,IN,1
31-08-2019 00:00,Keru FFR,IN,1
30-08-2019 00:00,Krishn nagar MFFR,IN,1
30-08-2019 00:00,Devasar,IN,1
30-08-2019 00:00,Loharki,IN,1
30-08-2019 00:00,Loharki,IN,1
30-08-2019 00:00,30 JJW Ddudi Fanta,IN,1
30-08-2019 00:00,Kumar kotha (Sipla),IN,1
30-08-2019 00:00,Bhnavaria chak,IN,1
29-08-2019 00:00,Bhakari,IN,1
29-08-2019 00:00,31TBM-Jaisalmer,IN,1
29-08-2019 00:00,Ambedkar Nagar Mohan,IN,1
20-08-2019 00:00,Tardana,IN,1
20-08-2019 00:00,Suratgarh 2 MSM,IN,1
20-08-2019 00:00,Azasar Pokran Tehsil,IN,1
21-08-2019 00:00,Panju wala,PA,1
21-08-2019 00:00,Panju wali dahar,PA,1
21-08-2019 00:00,Bijnote area,PA,1
21-08-2019 00:00,Raju wala,PA,1
21-08-2019 00:00,Rahu wala area,PA,1
21-08-2019 00:00,khontan wali,PA,1
16-08-2019 00:00,bhyko,PA,1
16-08-2019 00:00,charah mala area,PA,1
16-08-2019 00:00,kathore,PA,1
16-08-2019 00:00,chatti wala dar,PA,1
21-08-2019 00:00,chraakh area 2,PA,1
21-08-2019 00:00,chraakh area 2,PA,1
16-08-2019 00:00,Dolay wala dar 2,PA,1
16-08-2019 00:00,perhar,PA,1
16-08-2019 00:00,North of charah mala,PA,1
06-08-2019 00:00,Bombaypura,IN,1
06-08-2019 00:00,Khetusar,IN,1
06-08-2019 00:00,Gharsisar,IN,1
10-08-2019 00:00,Ajitamana,IN,1
10-08-2019 00:00,Lakhawar,IN,1
10-08-2019 00:00,MFFR West,IN,1
10-08-2019 00:00,Kiraliya,IN,1
10-08-2019 00:00,Ranasar,IN,1
10-08-2019 00:00,Khokharana,IN,1
10-08-2019 00:00,Rekh Meghana,IN,1
10-08-2019 00:00,Bhuwala tala,IN,1
10-08-2019 00:00,Sewaron ki dhani,IN,1
13-08-2019 00:00,MFFR West,IN,1
13-08-2019 00:00,Gusaina,IN,1
13-08-2019 00:00,Ramsra,IN,1
13-08-2019 00:00,Rekh Meghana,IN,1
13-08-2019 00:00,Motolai,IN,1
13-08-2019 00:00,Bheeknera,IN,1
14-08-2019 00:00,Mehrangarh,IN,1
14-08-2019 00:00,1-24 NTM,IN,1
14-08-2019 00:00,Hazi dhani,IN,1
07-08-2019 00:00,18SLM-Mohangarh,IN,1
07-08-2019 00:00,Tirmohi,IN,1
06-08-2019 00:00,Chhatang,IN,1
07-08-2019 00:00,Bhumoni siyagon ki d,IN,1
07-08-2019 00:00,Sundra,IN,1
07-08-2019 00:00,Gadra Road,IN,1
07-08-2019 00:00,Ratnoki dhani,IN,1
07-08-2019 00:00,Sewaronki,IN,1
07-08-2019 00:00,Baduon ka tala,IN,1
07-08-2019 00:00,Adarsh nagar,IN,1
07-08-2019 00:00,MFFR West,IN,1
10-08-2019 00:00,Ummed Nagar,IN,1
10-08-2019 00:00,Devaniyon ka tala,IN,1
25-08-2019 00:00,Bhutewala,IN,1
25-08-2019 00:00,SADA108RD,IN,1
24-08-2019 00:00,Sadolai MFFR,IN,1
24-08-2019 00:00,MFFR West,IN,1
24-08-2019 00:00,MFFR South,IN,1
24-08-2019 00:00,Rekh Meghana,IN,1
24-08-2019 00:00,Karnisar Bhatiyan,IN,1
24-08-2019 00:00,Fakiron ki dhani,IN,1
24-08-2019 00:00,39 JJW,IN,1
24-08-2019 00:00,Bharewala,IN,1
24-08-2019 00:00,8 GTM,IN,1
30-08-2019 00:00,Hariyar (Mohangarh),IN,1
30-08-2019 00:00,MFFR East Camp,IN,1
30-08-2019 00:00,MFFR East,IN,1
30-08-2019 00:00,Sakrada (Pokhran),IN,1
30-08-2019 00:00,Kachrana jodi MFFR,IN,1
30-08-2019 00:00,Kunde ki Dhani,IN,1
30-08-2019 00:00,Bhadariya FFR,IN,1
25-08-2019 00:00,SADA171RD-Jawaharnag,IN,1
30-08-2019 00:00,Keroo,IN,1
30-08-2019 00:00,Chandani,IN,1
29-08-2019 00:00,Churu Adsisar,IN,1
29-08-2019 00:00,Sinduka,IN,1
29-08-2019 00:00,Lunada,IN,1
26-08-2019 00:00,bardana,IN,1
26-08-2019 00:00,Sakada,IN,1
26-08-2019 00:00,Sattarwali,IN,1
26-08-2019 00:00,Mohangarh,IN,1
21-08-2019 00:00,9Bhutewala,IN,1
10-08-2019 00:00,MFFR East,IN,1
10-08-2019 00:00,Chindomiyon ki dhani,IN,1
11-08-2019 00:00,Pithewala,IN,1
11-08-2019 00:00,Sadara,IN,1
11-08-2019 00:00,Myajlar,IN,1
14-08-2019 00:00,Lakhawar,IN,1
14-08-2019 00:00,Ashutar,IN,1
14-08-2019 00:00,Pandi ki par,IN,1
14-08-2019 00:00,Motolai,IN,1
14-08-2019 00:00,Amaravas,IN,1
14-08-2019 00:00,Chatra singh ki dhan,IN,1
14-08-2019 00:00,Aati,IN,1
14-08-2019 00:00,MFFR West,IN,1
14-08-2019 00:00,27 NTM,IN,1
10-08-2019 00:00,Delana,IN,1
10-08-2019 00:00,Motolai,IN,1
13-08-2019 00:00,Alhegnh,YE,1
21-08-2019 00:00,16GTD-Bahala,IN,1
21-08-2019 00:00,Chandsar Pokran tehs,IN,1
25-08-2019 00:00,ajasar ffr,IN,1
28-08-2019 00:00,Asutar,IN,1
28-08-2019 00:00,Bhadariya FFR,IN,1
20-08-2019 00:00,Azasar near Field Fi,IN,1
20-08-2019 00:00,Suratgarh 2 MSM,IN,1
28-08-2019 00:00,panchla,IN,1
28-08-2019 00:00,Rekh Meghna,IN,1
20-08-2019 00:00,Bhukad,IN,1
24-08-2019 00:00,Bhadariya,IN,1
24-08-2019 00:00,Keroo,IN,1
24-08-2019 00:00,Mahadevwali MFFR,IN,1
24-08-2019 00:00,MFFR East Area,IN,1
24-08-2019 00:00,Jalwali,IN,1
24-08-2019 00:00,MFFR East,IN,1
24-08-2019 00:00,Dudifata,IN,1
24-08-2019 00:00,BOP Indira,IN,1
24-08-2019 00:00,Panchla,IN,1
30-08-2019 00:00,Tadana,IN,1
30-08-2019 00:00,Tadana,IN,1
30-08-2019 00:00,Tadana,IN,1
30-08-2019 00:00,Bhadariya FFR,IN,1
30-08-2019 00:00,Bhadariya FFR,IN,1
30-08-2019 00:00,Hamir Nada,IN,1
30-08-2019 00:00,MFFR East Area,IN,1
31-08-2019 00:00,820 RD,IN,1
31-08-2019 00:00,Khetolai FFR,IN,1
16-08-2019 00:00,Bhadriya FFR,IN,1
16-08-2019 00:00,bhadriya ffr,IN,1
16-08-2019 00:00,33Tibra-Raghwa,IN,1
16-08-2019 00:00,ratan ki basti dholi,IN,1
11-08-2019 00:00,Mayfah,YE,1
12-08-2019 00:00,Alharor,YE,1
16-08-2019 00:00,4{[1]}6-DDM{[1]}Moha,IN,1
21-08-2019 00:00,Nawatala Pokran Tehs,IN,1
21-08-2019 00:00,Odaniya,IN,1
21-08-2019 00:00,Dholiya,IN,1
22-08-2019 00:00,Madhopur-Sakara,IN,1
20-08-2019 00:00,Kankraliya,IN,1
20-08-2019 00:00,Bhala,IN,1
20-08-2019 00:00,MFFR Kumbhna,IN,1
20-08-2019 00:00,Karnali,IN,1
20-08-2019 00:00,New Sundra,IN,1
20-08-2019 00:00,MFFR area,IN,1
20-08-2019 00:00,Delana,IN,1
20-08-2019 00:00,Bhinde ka par,IN,1
20-08-2019 00:00,Bhikhnera,IN,1
29-08-2019 00:00,Ranasar,IN,1
29-08-2019 00:00,Mangal singh ki dhan,IN,1
31-08-2019 00:00,Bangasar,IN,1
31-08-2019 00:00,820 RD,IN,1
31-08-2019 00:00,Bhadariya FFR,IN,1
31-08-2019 00:00,Ajitmana,IN,1
16-08-2019 00:00,23-24JJW,IN,1
16-08-2019 00:00,Bhadwan,IN,1
16-08-2019 00:00,MFFR East,IN,1
16-08-2019 00:00,bhadariya ffr,IN,1
16-08-2019 00:00,dholiya,IN,1
16-08-2019 00:00,ganga ki dhani,IN,1
16-08-2019 00:00,mffr west,IN,1
16-08-2019 00:00,mffr west,IN,1
16-08-2019 00:00,Sundra NKT,IN,1
17-08-2019 00:00,Megwalo ki dhani,IN,1
17-08-2019 00:00,Bisu kalla,IN,1
17-08-2019 00:00,Chadar,IN,1
17-08-2019 00:00,Airforce firing rang,IN,1
17-08-2019 00:00,Ramgarh,IN,1
01-09-2019 00:00,Bijnote area,PA,1
01-09-2019 00:00,Bijnote,PA,1
01-09-2019 00:00,Gramri,PA,1
01-09-2019 00:00,Tok wala area,PA,1
01-09-2019 00:00,Tok wala area,PA,1
02-09-2019 00:00,Tok wala area,PA,1
02-09-2019 00:00,3 km south gurara,PA,1
02-09-2019 00:00,KIRIO DOTH,PA,1
03-09-2019 00:00,Sanghram wala area 2,PA,1
03-09-2019 00:00,Bijnot Fort area,PA,1
03-09-2019 00:00,Sanghram wala area,PA,1
03-09-2019 00:00,Hamdan Track,PA,1
10-09-2019 00:00,20 JJW,IN,1
10-09-2019 00:00,42 PD,IN,1
13-09-2019 00:00,Bharda ka khet,IN,1
13-09-2019 00:00,"12 JWM, Kasturi tala",IN,1
13-09-2019 00:00,Bharewala,IN,1
13-09-2019 00:00,1-2 BRM,IN,1
13-09-2019 00:00,1-2 BTM,IN,1
11-09-2019 00:00,573 RD,IN,1
12-09-2019 00:00,7 RD,IN,1
10-09-2019 00:00,Karnali,IN,1
12-09-2019 00:00,4 MGM & 16 JJW,IN,1
12-09-2019 00:00,Sutharmandi,IN,1
12-09-2019 00:00,P tibba Mojewala,IN,1
12-09-2019 00:00,6 BTM,IN,1
12-09-2019 00:00,10 RD Larka minor,IN,1
12-09-2019 00:00,12 KM,IN,1
13-09-2019 00:00,MFFR West,IN,1
13-09-2019 00:00,9 JWM,IN,1
13-09-2019 00:00,Beermana,IN,1
09-09-2019 00:00,Bharewala,IN,1
13-09-2019 00:00,7 LLB,IN,1
12-09-2019 00:00,35 PD,IN,1
12-09-2019 00:00,Bahala,IN,1
12-09-2019 00:00,Bahala village,IN,1
12-09-2019 00:00,60 RD Road,IN,1
12-09-2019 00:00,Panche ka tala,IN,1
14-09-2019 00:00,3/4/5 QRM,IN,1
14-09-2019 00:00,Raneri,IN,1
12-09-2019 00:00,14 KLR,IN,1
12-09-2019 00:00,14 KLR,IN,1
09-09-2019 00:00,BOP Mohan,IN,1
09-09-2019 00:00,RK dhani,IN,1
09-09-2019 00:00,Delana Bara,IN,1
09-09-2019 00:00,23 JJW Mohangrh,IN,1
11-09-2019 00:00,Satupura,IN,1
11-09-2019 00:00,Rohidawala,IN,1
11-09-2019 00:00,8 JWM,IN,1
11-09-2019 00:00,6 Tibba,IN,1
11-09-2019 00:00,9 & 10 MKD,IN,1
11-09-2019 00:00,Jiyewala,IN,1
11-09-2019 00:00,80 RD,IN,1
12-09-2019 00:00,2 DSM,IN,1
13-09-2019 00:00,Surpura,IN,1
14-09-2019 00:00,Dholiya,IN,1
14-09-2019 00:00,Poonam Nagar,IN,1
14-09-2019 00:00,10-11 Ridmal,IN,1
14-09-2019 00:00,19-20 Bhatiya Minor,IN,1
14-09-2019 00:00,BOP Mohan,IN,1
14-09-2019 00:00,11 JWM,IN,1
14-09-2019 00:00,6 Tibba dhani,IN,1
15-09-2019 00:00,SKP BOP,IN,1
15-09-2019 00:00,Raimala,IN,1
09-09-2019 00:00,Rekh Meghna,IN,1
09-09-2019 00:00,Ajitmana,IN,1
09-09-2019 00:00,Takatpura,IN,1
11-09-2019 00:00,110 RD,IN,1
11-09-2019 00:00,Panche ka tala,IN,1
11-09-2019 00:00,0 Head,IN,1
11-09-2019 00:00,0 Head,IN,1
12-09-2019 00:00,Dav West,IN,1
13-09-2019 00:00,Hidal Gol,IN,1
14-09-2019 00:00,14-16 MKD,IN,1
15-09-2019 00:00,Nachana,IN,1
14-09-2019 00:00,Field Firing Range C,IN,1
14-09-2019 00:00,128 ETF,IN,1
14-09-2019 00:00,Bhadaria campus I,IN,1
14-09-2019 00:00,5KRSNM,IN,1
14-09-2019 00:00,CHM B,IN,1
14-09-2019 00:00,4 DMI Naga ki Dhani,IN,1
15-09-2019 00:00,Dhadhuriwala,IN,1
15-09-2019 00:00,11 MKM,IN,1
15-09-2019 00:00,Sadhana,IN,1
15-09-2019 00:00,Bhadariya Campus,IN,1
15-09-2019 00:00,Khetolai,IN,1
15-09-2019 00:00,Bhadariya campus,IN,1
13-09-2019 00:00,Raimala,IN,1
13-09-2019 00:00,Sadhana,IN,1
09-09-2019 00:00,Bikampur area,IN,1
15-09-2019 00:00,Udairamsar,IN,1
15-09-2019 00:00,9 BLM,IN,1
15-09-2019 00:00,4 BLM,IN,1
15-09-2019 00:00,1 BSMR,IN,1
10-09-2019 00:00,Bhadariya,IN,1
12-09-2019 00:00,1 BTM,IN,1
15-09-2019 00:00,ATD Naher,IN,1
15-09-2019 00:00,43 SD,IN,1
15-09-2019 00:00,Dhram ki dhani,IN,1
15-09-2019 00:00,Dhandari,IN,1
15-09-2019 00:00,9:00 AM,IN,1
15-09-2019 00:00,Santoshnagar,IN,1
15-09-2019 00:00,Tota Fata (Ajasar),IN,1
15-09-2019 00:00,2 SM,IN,1
15-09-2019 00:00,Khuiyala,IN,1
15-09-2019 00:00,Hamira,IN,1
15-09-2019 00:00,BOP SKK,IN,1
15-09-2019 00:00,Kanod Bhema,IN,1
15-09-2019 00:00,Hotasar 40 JJW,IN,1
10-09-2019 00:00,Sadolai MFFR,IN,1
10-09-2019 00:00,Sadolai,IN,1
10-09-2019 00:00,Karnali area,IN,1
10-09-2019 00:00,Pabusar,IN,1
10-09-2019 00:00,Ranasar,IN,1
10-09-2019 00:00,Tejpala,IN,1
10-09-2019 00:00,Sewua,IN,1
13-09-2019 00:00,7-8 RGM Minor,IN,1
13-09-2019 00:00,Ridmal 10-12,IN,1
13-09-2019 00:00,18-19 BLM,IN,1
13-09-2019 00:00,Bhadariya,IN,1
10-09-2019 00:00,Sewua,IN,1
10-09-2019 00:00,Raimla,IN,1
10-09-2019 00:00,Bharewala,IN,1
10-09-2019 00:00,Bharewala,IN,1
10-09-2019 00:00,2MKM,IN,1
10-09-2019 00:00,Bahala,IN,1
10-09-2019 00:00,18 JJW,IN,1
13-09-2019 00:00,11-12 BTM,IN,1
13-09-2019 00:00,Kalra 12,IN,1
13-09-2019 00:00,25 RD,IN,1
10-09-2019 00:00,Bahala,IN,1
10-09-2019 00:00,38 LM Mohangarh,IN,1
10-09-2019 00:00,Hamirnada,IN,1
26-09-2019 00:00,Toba chay wala,PA,1
25-09-2019 00:00,Niblo2,PA,1
28-09-2019 00:00,Chillan Wala area,PA,1
28-09-2019 00:00,Chillan wala toba,PA,1
28-09-2019 00:00,Deh bungi,PA,1
28-09-2019 00:00,Mankor area,PA,1
28-09-2019 00:00,Nasand,PA,1
28-09-2019 00:00,Chillan Wala toba ar,PA,1
28-09-2019 00:00,khano Habib,PA,1
28-09-2019 00:00,Deh pat wari,PA,1
28-09-2019 00:00,kamal wari,PA,1
28-09-2019 00:00,mirza wala kunda,PA,1
28-09-2019 00:00,Sheikh wala Chillan,PA,1
28-09-2019 00:00,chillan wala Toba Ae,PA,1
27-09-2019 00:00,Deh faqir,PA,1
27-09-2019 00:00,Raju wala  Mauklan a,PA,1
27-09-2019 00:00,Mauklan Khu area,PA,1
27-09-2019 00:00,pawaran wali daar,PA,1
27-09-2019 00:00,Toba Nooran wali,PA,1
27-09-2019 00:00,Chillan Wala area,PA,1
27-09-2019 00:00,Nasand,PA,1
27-09-2019 00:00,Allan Abad,PA,1
27-09-2019 00:00,Challan wala area 2,PA,1
29-09-2019 00:00,jodan wali dar,PA,1
29-09-2019 00:00,Cheeta Chowk,PA,1
12-09-2019 00:00,2 BWM,IN,1
13-09-2019 00:00,3 MKD,IN,1
11-09-2019 00:00,573 RD,IN,1
11-09-2019 00:00,23 KWD,IN,1
11-09-2019 00:00,2 BTM,IN,1
11-09-2019 00:00,Nago ki dhani,IN,1
11-09-2019 00:00,Seuwa,IN,1
11-09-2019 00:00,Asutar,IN,1
11-09-2019 00:00,Bhadariya,IN,1
11-09-2019 00:00,Bhadariya lathi,IN,1
12-09-2019 00:00,11 MKD,IN,1
12-09-2019 00:00,12 MKD,IN,1
12-09-2019 00:00,MFFR West,IN,1
14-09-2019 00:00,Sadhna,IN,1
14-09-2019 00:00,Raimala,IN,1
14-09-2019 00:00,BOP Tank hill,IN,1
09-09-2019 00:00,15 RD Sada,IN,1
09-09-2019 00:00,Bharewala,IN,1
09-09-2019 00:00,Raghaw,IN,1
12-09-2019 00:00,MFFR West,IN,1
15-09-2019 00:00,5 BLM,IN,1
21-09-2019 00:00,Bijnote Fort area,PA,1
21-09-2019 00:00,Rajoraan wali area,PA,1
21-09-2019 00:00,Pirhara toba,PA,1
21-09-2019 00:00,Kaki area,PA,1
21-09-2019 00:00,saney wari,PA,1
21-09-2019 00:00,5 km kakki road,PA,1
21-09-2019 00:00,Chatti Wala Dahar Na,PA,1
22-09-2019 00:00,saney wari,PA,1
22-09-2019 00:00,Bijnote area,PA,1
22-09-2019 00:00,Bijnote area 2,PA,1
22-09-2019 00:00,Bijnote Fort area,PA,1
22-09-2019 00:00,kalla daar,PA,1
23-09-2019 00:00,Panju Wali area,PA,1
23-09-2019 00:00,Pirhara Toba area,PA,1
23-09-2019 00:00,kala daar 2,PA,1
24-09-2019 00:00,hameer wala kund,PA,1
24-09-2019 00:00,1 km kala daar,PA,1
24-09-2019 00:00,Neblo,PA,1
23-09-2019 00:00,Bando,PA,1
24-09-2019 00:00,Ding wari,PA,1
25-09-2019 00:00,Dhing wari,PA,1
25-09-2019 00:00,East of Toba Chay wa,PA,1
25-09-2019 00:00,East of Toba chay wa,PA,1
25-09-2019 00:00,Salam Toba area,PA,1
25-09-2019 00:00,Jindu Wali area,PA,1
25-09-2019 00:00,larnwali,PA,1
25-09-2019 00:00,Sangram area,PA,1
26-09-2019 00:00,Sangram  Purani Patt,PA,1
26-09-2019 00:00,Haji wari,PA,1
26-09-2019 00:00,Sangram area.,PA,1
26-09-2019 00:00,jamb wari,PA,1
26-09-2019 00:00,Sangram  Housri Wala,PA,1
26-09-2019 00:00,Sangram Housari wala,PA,1
26-09-2019 00:00,kala dahr,PA,1
26-09-2019 00:00,East of Chay wala,PA,1
25-09-2019 00:00,Chay wala area,PA,1
25-09-2019 00:00,hajji Maroof Rajerh,PA,1
18-09-2019 00:00,Fazilwala 2,PA,1
19-09-2019 00:00,Tejay Wala 2,PA,1
20-09-2019 00:00,Kakki Area 2,PA,1
15-09-2019 00:00,Bedibawara toba area,PA,1
15-09-2019 00:00,west side ofHernian,PA,1
15-09-2019 00:00,Humeeraan wala area,PA,1
15-09-2019 00:00,Toba Hernia,PA,1
15-09-2019 00:00,Ahmad wala khu,PA,1
15-09-2019 00:00,Salam Sar area,PA,1
15-09-2019 00:00,Salam wala,PA,1
16-09-2019 00:00,Walo Wala aea,PA,1
16-09-2019 00:00,Jine walia daar,PA,1
16-09-2019 00:00,Bedibawara toba are,PA,1
16-09-2019 00:00,Dolay Wala Dahar,PA,1
16-09-2019 00:00,Habib Wala,PA,1
16-09-2019 00:00,Umer kot toba area,PA,1
16-09-2019 00:00,Umar kot area,PA,1
17-09-2019 00:00,Durey wala area,PA,1
17-09-2019 00:00,Nawan Khu,PA,1
17-09-2019 00:00,Rehan wali,PA,1
17-09-2019 00:00,Gunion Wala kho area,PA,1
17-09-2019 00:00,Baba Tallaan wala ar,PA,1
17-09-2019 00:00,South side 341 Hr,PA,1
17-09-2019 00:00,338 HR,PA,1
17-09-2019 00:00,Panran Toba area,PA,1
17-09-2019 00:00,Ahmad Wala,PA,1
18-09-2019 00:00,Toke Wala area,PA,1
18-09-2019 00:00,Dablion wala kho are,PA,1
18-09-2019 00:00,Fazil wala kho area,PA,1
18-09-2019 00:00,Bijnote area,PA,1
18-09-2019 00:00,444 HR Fort Abas,PA,1
19-09-2019 00:00,Ahmad Wala,PA,1
19-09-2019 00:00,Bachu  wali toba are,PA,1
19-09-2019 00:00,2 km gurara,PA,1
19-09-2019 00:00,Tejay wala area,PA,1
19-09-2019 00:00,Panran Toba,PA,1
19-09-2019 00:00,Jindu Wala,PA,1
19-09-2019 00:00,North of Charhi,PA,1
19-09-2019 00:00,South of Pusad,PA,1
19-09-2019 00:00,Khetri wala dahar,PA,1
20-09-2019 00:00,Ahmad Wala,PA,1
20-09-2019 00:00,Latif waro 2,PA,1
20-09-2019 00:00,North of Charhi,PA,1
20-09-2019 00:00,North of Toba Pusad,PA,1
20-09-2019 00:00,Kaki area,PA,1
20-09-2019 00:00,2 km kakki road,PA,1
20-09-2019 00:00,Sangram area,PA,1
19-09-2019 00:00,sisebelu 2,ET,1
19-09-2019 00:00,sudu beas,ET,1
22-09-2019 00:00,Teabuye,ET,1
23-09-2019 00:00,sheqay boru dilidiy,ET,1
25-09-2019 00:00,sisibilu meadora,ET,1
26-09-2019 00:00,Wanaba gari,ET,1
21-09-2019 00:00,sheqay boru 93,ET,1
29-09-2019 00:00,Teali aniderkelo,ET,1
30-09-2019 00:00,weki nimhereda,ET,1
08-09-2019 00:00,Bijnote Fort area,PA,1
08-09-2019 00:00,Balveta Track,PA,1
08-09-2019 00:00,east of laranwali,PA,1
08-09-2019 00:00,Toke wala 2,PA,1
10-09-2019 00:00,Rahib Jan Toba,PA,1
10-09-2019 00:00,3 km Muhammad wala r,PA,1
10-09-2019 00:00,Hamdan Track,PA,1
09-09-2019 00:00,Bijnote Fort area 1,PA,1
09-09-2019 00:00,Bijnote Fort area 2,PA,1
08-09-2019 00:00,Toke wala area,PA,1
09-09-2019 00:00,laran wali,PA,1
11-09-2019 00:00,Hameeran wala area,PA,1
11-09-2019 00:00,1 km Muhammad wala,PA,1
11-09-2019 00:00,Aloo wala area,PA,1
11-09-2019 00:00,Habib Wala,PA,1
11-09-2019 00:00,Habib Wala Toba area,PA,1
12-09-2019 00:00,Hamdan Track,PA,1
12-09-2019 00:00,Dablian wala area,PA,1
12-09-2019 00:00,Pirhara Toba area,PA,1
12-09-2019 00:00,Habib wala Nasand tr,PA,1
12-09-2019 00:00,Habob Wala Toba area,PA,1
13-09-2019 00:00,Raju Wala area,PA,1
13-09-2019 00:00,Jindu Wala Toba,PA,1
13-09-2019 00:00,Jindu wala Toba,PA,1
13-09-2019 00:00,Bachu wali area,PA,1
13-09-2019 00:00,khabbar wala daar,PA,1
13-09-2019 00:00,sumbal waari,PA,1
13-09-2019 00:00,haashim waari,PA,1
14-09-2019 00:00,Mauklan kho area,PA,1
14-09-2019 00:00,Punj kohi area,PA,1
14-09-2019 00:00,Moklaan wala Khoo 2,PA,1
14-09-2019 00:00,Mouklan wala Khu 3,PA,1
14-09-2019 00:00,Nawan khu 1,PA,1
14-09-2019 00:00,Nawan Khu 2,PA,1
14-09-2019 00:00,Jindu wala 1,PA,1
14-09-2019 00:00,south of laranwali,PA,1
14-09-2019 00:00,Jindu wala Toba 2,PA,1
